mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex
2240-148521-0043_8138-287657-0026_7828-105171-0062_5239-31629-0005_953-130625-0072,2240,M,8138,M,7828,M,5239,M,953,M
2397-162239-0010_5876-10347-0019_459-123443-0015_6189-21305-0031_2688-144987-0074,2397,M,5876,F,459,M,6189,F,2688,M
639-124526-0025_7959-109176-0054_8527-281131-0031_8506-293168-0007_561-126319-0020,639,M,7959,F,8527,M,8506,F,561,M
6300-39660-0011_8718-295445-0030_6160-44912-0041_6993-83606-0032_6877-77361-0033,6300,F,8718,F,6160,F,6993,M,6877,M
5975-54006-0014_1018-135221-0026_948-132710-0008_2256-137627-0029_559-126296-0049,5975,M,1018,M,948,F,2256,F,559,M
1446-122614-0047_5618-48830-0059_1241-137614-0031_7569-102232-0027_459-127521-0015,1446,M,5618,F,1241,F,7569,M,459,M
8396-240992-0027_1629-139707-0019_6701-71402-0030_5246-30101-0058_4586-61758-0005,8396,M,1629,F,6701,M,5246,M,4586,M
2823-160953-0002_8725-294551-0011_1752-16632-0015_3221-9174-0017_5883-59268-0005,2823,M,8725,M,1752,F,3221,M,5883,M
6341-64956-0051_7957-39967-0061_2812-160187-0055_8075-279233-0033_8300-275127-0029,6341,F,7957,M,2812,M,8075,F,8300,F
6956-81870-0046_7245-104890-0027_2882-147159-0027_7416-103126-0064_5740-97610-0006,6956,M,7245,F,2882,F,7416,F,5740,F
207-131203-0035_3549-8890-0009_1556-139350-0020_949-162667-0001_4108-2772-0036,207,M,3549,F,1556,M,949,M,4108,M
439-122810-0036_953-130625-0054_3072-155949-0010_5147-32136-0019_3989-182389-0029,439,M,953,M,3072,M,5147,M,3989,M
6269-66185-0008_7868-246932-0007_323-126408-0010_1390-130494-0000_8591-284444-0020,6269,M,7868,F,323,F,1390,F,8591,F
6694-70837-0081_5400-34478-0031_227-129974-0009_4257-6397-0056_246-224-0005,6694,M,5400,F,227,F,4257,M,246,F
3185-163505-0013_5519-39478-0014_2498-134785-0026_3025-12971-0097_6139-58868-0023,3185,M,5519,M,2498,F,3025,F,6139,F
4719-25765-0041_3738-176680-0006_606-121661-0028_2393-144496-0003_398-123602-0003,4719,M,3738,F,606,M,2393,M,398,M
7816-108620-0033_318-124164-0002_7705-101580-0032_2531-156718-0028_2127-138047-0014,7816,F,318,F,7705,M,2531,M,2127,M
3228-4687-0022_5266-41151-0016_806-123715-0022_7720-105167-0006_1031-133220-0055,3228,F,5266,F,806,M,7720,M,1031,F
3927-6557-0001_5189-37999-0042_4967-26520-0003_666-11243-0070_8008-271812-0018,3927,M,5189,M,4967,F,666,F,8008,M
7525-101265-0025_6458-232057-0096_119-129514-0018_2294-161707-0029_1943-138033-0046,7525,F,6458,M,119,M,2294,M,1943,M
783-126739-0083_1731-142320-0039_2060-150843-0030_2045-158081-0010_5909-287837-0022,783,F,1731,F,2060,F,2045,M,5909,M
8848-293963-0021_1571-141320-0028_7959-109185-0015_1226-141268-0028_7783-107486-0034,8848,M,1571,M,7959,F,1226,M,7783,F
1603-140931-0007_1874-165701-0003_8619-291374-0003_2146-136610-0012_5655-46267-0070,1603,M,1874,M,8619,M,2146,M,5655,F
7478-98644-0012_1425-139291-0034_4057-11254-0030_7553-101289-0001_2598-4662-0011,7478,M,1425,F,4057,F,7553,M,2598,F
5147-32137-0035_8687-216570-0089_6965-277899-0000_476-133471-0021_8494-244431-0003,5147,M,8687,M,6965,M,476,M,8494,M
4057-11254-0001_7802-104398-0035_6233-61743-0000_1422-149735-0003_6620-283138-0032,4057,F,7802,F,6233,F,1422,F,6620,F
3551-7894-0033_3482-170452-0004_8575-290351-0034_6865-95969-0015_240-160593-0040,3551,F,3482,F,8575,M,6865,F,240,M
5746-48361-0043_6499-57667-0024_2364-131735-0049_5656-44577-0013_3638-758-0033,5746,M,6499,M,2364,F,5656,M,3638,F
6038-56778-0029_4110-11528-0038_2512-157242-0064_1639-133290-0053_6497-234106-0022,6038,F,4110,M,2512,F,1639,M,6497,M
1446-122614-0103_81-121543-0013_2598-4662-0037_7285-72207-0012_8142-276732-0019,1446,M,81,M,2598,F,7285,F,8142,M
6544-67863-0037_7240-108066-0013_3790-140725-0054_7809-108638-0015_2512-157242-0075,6544,F,7240,F,3790,F,7809,M,2512,F
7061-88086-0039_7594-81881-0006_5304-109507-0029_7294-92934-0043_3537-5703-0009,7061,M,7594,F,5304,M,7294,F,3537,F
5740-39910-0006_7833-102239-0055_8050-110238-0004_6006-57831-0024_7956-245687-0096,5740,F,7833,M,8050,M,6006,F,7956,M
957-132537-0017_7933-113272-0004_3967-29012-0042_8113-117384-0047_637-127595-0008,957,M,7933,F,3967,F,8113,F,637,M
1226-141279-0009_3889-9914-0031_6352-83633-0016_3105-163726-0030_7956-245687-0091,1226,M,3889,F,6352,F,3105,M,7956,M
7339-86804-0042_17-362-0056_340-124368-0106_459-123443-0010_8464-282934-0043,7339,M,17,M,340,M,459,M,8464,M
5092-28465-0088_1422-149735-0012_4848-29108-0011_6538-81843-0019_17-363-0035,5092,M,1422,F,4848,M,6538,M,17,M
663-128991-0022_6395-86708-0030_1734-142311-0063_1413-121799-0114_899-126233-0008,663,M,6395,M,1734,F,1413,M,899,M
1629-139710-0076_3119-163527-0070_7241-90850-0014_475-124994-0012_2388-153728-0061,1629,F,3119,F,7241,M,475,M,2388,M
6341-64956-0015_2827-170440-0033_4110-11528-0047_3852-175448-0014_6075-57154-0019,6341,F,2827,M,4110,M,3852,F,6075,M
7962-110061-0081_2517-135229-0046_203-132073-0004_204-162375-0022_4854-24731-0047,7962,F,2517,M,203,F,204,M,4854,M
2368-157054-0023_3483-174132-0002_101-126860-0035_3258-169291-0070_55-121068-0014,2368,M,3483,M,101,M,3258,F,55,M
4138-11079-0070_4519-6171-0043_2404-141240-0005_4278-187018-0007_2411-132532-0034,4138,F,4519,F,2404,M,4278,M,2411,F
4744-31668-0021_954-130627-0032_7276-90847-0001_6927-87732-0008_7384-84010-0065,4744,F,954,M,7276,F,6927,F,7384,F
724-123284-0003_6269-66176-0032_7967-117095-0041_224-129790-0040_1748-1562-0061,724,M,6269,M,7967,F,224,F,1748,M
464-126794-0021_6865-95959-0030_7647-102250-0028_2056-143893-0054_979-128677-0012,464,M,6865,F,7647,M,2056,F,979,F
4427-12471-0021_1058-133263-0015_249-121331-0018_948-132707-0008_7276-284424-0050,4427,F,1058,M,249,M,948,F,7276,F
2532-163402-0033_783-126739-0024_4133-6541-0038_8848-293957-0045_1392-140654-0010,2532,F,783,F,4133,M,8848,M,1392,M
698-122863-0022_4335-15081-0025_4010-10822-0013_7739-8592-0032_7766-109658-0053,698,F,4335,M,4010,M,7739,F,7766,F
4848-29108-0001_7732-107520-0009_5133-30591-0053_1349-135892-0023_240-160592-0016,4848,M,7732,M,5133,F,1349,M,240,M
6494-60774-0036_5588-68188-0007_9022-282357-0008_4110-11528-0041_8459-285137-0003,6494,M,5588,F,9022,F,4110,M,8459,M
510-130560-0008_3989-182394-0019_6099-69550-0018_2110-161101-0026_5588-68188-0029,510,M,3989,M,6099,F,2110,M,5588,F
4734-220952-0030_1748-1562-0038_7247-101864-0010_4236-8927-0044_1448-135894-0006,4734,M,1748,M,7247,M,4236,M,1448,F
2061-147110-0007_303-123506-0032_7335-290365-0099_7188-107627-0004_5386-8684-0038,2061,F,303,M,7335,F,7188,M,5386,M
2531-156724-0034_8176-115046-0005_1607-149245-0039_836-130900-0001_561-126319-0010,2531,M,8176,M,1607,M,836,M,561,M
8575-290350-0030_4590-18004-0016_6924-291609-0000_1093-132891-0031_7910-105673-0021,8575,M,4590,M,6924,F,1093,F,7910,F
353-128309-0051_464-126832-0026_3258-169291-0069_6115-58776-0041_5154-6174-0011,353,M,464,M,3258,F,6115,M,5154,F
8152-258993-0016_5513-39476-0053_4598-2503-0009_5740-39910-0038_6727-10344-0033,8152,M,5513,M,4598,F,5740,F,6727,M
1845-145088-0008_4331-57179-0035_1536-138488-0005_8635-295761-0017_8080-3961-0063,1845,F,4331,F,1536,M,8635,M,8080,F
2473-155521-0030_114-129317-0010_2085-147971-0040_408-122806-0011_5293-82020-0059,2473,M,114,F,2085,F,408,F,5293,M
7342-254918-0061_671-131040-0020_2269-147627-0031_454-134728-0046_8498-287358-0004,7342,F,671,M,2269,F,454,M,8498,M
6694-70837-0105_5604-26987-0035_7398-98876-0014_2269-88761-0001_501-125127-0065,6694,M,5604,F,7398,F,2269,F,501,M
7245-104888-0026_5092-28465-0041_492-131899-0037_5157-47238-0006_2127-138047-0073,7245,F,5092,M,492,M,5157,M,2127,M
3215-5758-0001_4860-13185-0027_4973-24515-0019_2638-10172-0066_770-131704-0038,3215,F,4860,M,4973,M,2638,F,770,M
4226-12707-0010_882-123267-0036_4856-12103-0025_4039-184266-0017_93-126209-0014,4226,M,882,F,4856,M,4039,M,93,F
6956-81870-0011_7717-105405-0026_7434-75939-0004_8142-3966-0020_1322-137588-0042,6956,M,7717,F,7434,F,8142,M,1322,M
1283-136983-0004_1769-143485-0010_3274-167022-0026_2201-7371-0010_81-121543-0046,1283,M,1769,M,3274,M,2201,M,81,M
1290-135762-0000_5139-30106-0002_882-123267-0024_1943-138033-0090_2204-131732-0075,1290,F,5139,F,882,F,1943,M,2204,F
6426-64292-0030_492-131882-0001_2827-170440-0027_8459-285137-0026_4010-10822-0028,6426,F,492,M,2827,M,8459,M,4010,M
4145-104606-0021_4586-96498-0015_2393-144496-0060_4770-25951-0017_6458-232057-0115,4145,F,4586,M,2393,M,4770,F,6458,M
7657-104717-0055_1348-135832-0013_830-130728-0000_4973-24516-0010_1845-147962-0014,7657,F,1348,F,830,F,4973,M,1845,F
2618-138042-0097_56-1731-0009_724-123283-0001_2348-143895-0034_5918-46890-0029,2618,M,56,F,724,M,2348,F,5918,M
2785-154282-0016_1052-132776-0020_1859-145703-0027_8459-292348-0010_6499-91098-0003,2785,F,1052,F,1859,F,8459,M,6499,M
708-129393-0004_4800-38660-0015_81-121543-0081_4592-26872-0024_7011-66622-0008,708,M,4800,F,81,M,4592,F,7011,M
4226-185488-0011_4243-14929-0026_8028-233382-0006_1028-133395-0035_9026-282386-0019,4226,M,4243,M,8028,M,1028,M,9026,F
6189-21305-0015_5940-54016-0057_3630-11612-0048_596-127685-0020_4434-73957-0045,6189,F,5940,M,3630,F,596,F,4434,F
8183-118128-0023_598-127703-0034_4438-48513-0011_1322-137589-0051_8176-115047-0026,8183,F,598,F,4438,M,1322,M,8176,M
1401-146770-0018_1222-141174-0062_472-129994-0009_8776-270778-0095_5246-5084-0039,1401,F,1222,M,472,F,8776,F,5246,M
731-366-0063_7258-91902-0001_6115-58433-0011_7318-96151-0007_1806-143948-0050,731,F,7258,M,6115,M,7318,F,1806,M
2498-134816-0042_5115-26950-0022_5975-54006-0120_7258-91902-0033_2254-152825-0006,2498,F,5115,F,5975,M,7258,M,2254,F
7956-245687-0092_7395-89880-0039_8718-295445-0006_7688-112187-0025_1958-144503-0006,7956,M,7395,F,8718,F,7688,M,1958,M
7120-76055-0021_6167-73972-0011_7538-100043-0018_1958-144503-0055_439-122810-0038,7120,F,6167,F,7538,M,1958,M,439,M
8506-293168-0024_1241-121103-0006_2688-144987-0065_1448-135894-0107_1705-142318-0089,8506,F,1241,F,2688,M,1448,F,1705,F
2269-147627-0002_6696-73296-0031_1025-92820-0022_6494-60774-0034_3361-1133-0026,2269,F,6696,F,1025,M,6494,M,3361,F
4111-184447-0030_4629-19366-0052_3977-87547-0014_8684-293663-0019_3717-21498-0012,4111,F,4629,M,3977,M,8684,F,3717,M
454-134728-0108_329-862-0050_6509-76574-0001_984-137154-0032_6555-398-0069,454,M,329,M,6509,F,984,M,6555,M
8494-244431-0025_7732-107517-0033_6099-67860-0027_4973-44575-0008_6288-63101-0028,8494,M,7732,M,6099,F,4973,M,6288,F
